street	direction	days_list	hours	limits	days	weekdays	start_time	end_time	simple_rules	street_geometry
Van Cleef St	West	Tu and F	10:00 AM to 12:00 PM	Armstrong Av to dead end north of Wegman Pkwy	"tu", "fr"	["tu", "fr"]	10:00	12:00	"properties": {"street_name": "Van Cleef","street_suffix": "St","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08523619174957,             40.70156934188437           ],           [             -74.08466219902039,             40.70206956300945           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08458173274994,             40.70214276578582           ],           [             -74.08396750688553,             40.70268975065168           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08390313386916,             40.70276091935601           ],           [             -74.0833854675293,             40.7032326642736           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08267199993134,             40.703856907800045           ],           [             -74.08204972743987,             40.70441201194968           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08196926116942,             40.70446487877024           ],           [             -74.08159643411636,             40.7047597121923           ]         ]       }     }   ] }
Van Horne St	East	M and Th	10:00 AM to 12:00 PM	The dead end Ash St	"mo", "th"	["mo", "th"]	10:00	12:00	"properties": {"street_name": "Van Horne","street_suffix": "St","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06758189201355,             40.709877405763855           ],           [             -74.06621664762496,             40.710837056596304           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0661308169365,             40.710881785746906           ],           [             -74.06394749879837,             40.71243305542454           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0638616681099,             40.71248998206468           ],           [             -74.06276196241379,             40.71328491684724           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06266808509827,             40.71334184275907           ],           [             -74.0622952580452,             40.71361020711641           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06219601631165,             40.71366306663503           ],           [             -74.06151741743088,             40.71417742822145           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06141817569733,             40.714228254249434           ],           [             -74.06032651662827,             40.71501910224599           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06021386384963,             40.71508009270388           ],           [             -74.05978202819824,             40.71541350621941           ]         ]       }     }   ] }
Van Horne St	West	Tu and F	10:00 AM to 12:00 PM	The dead end Ash St	"tu", "fr"	["tu", "fr"]	10:00	12:00	"properties": {"street_name": "Van Horne","street_suffix": "St","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05986249446869,             40.71547043031128           ],           [             -74.0603318810463,             40.71515124816746           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06042844057083,             40.715090257774754           ],           [             -74.06150668859482,             40.71431770796443           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06158447265624,             40.714244518570176           ],           [             -74.06275123357771,             40.713408933949836           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06282901763916,             40.713347941961025           ],           [             -74.06392872333527,             40.712561140296444           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06403869390488,             40.712485915877735           ],           [             -74.06620591878891,             40.710954978837655           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06629174947739,             40.7108878851742           ],           [             -74.06693547964096,             40.71043855920092           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06699448823929,             40.71038163080691           ],           [             -74.06763285398483,             40.70995873264194           ]         ]       }     }   ] }
Van Houten Av	North	M and Th	3:00 PM to 5:00 PM	Kennedy Blvd to the dead end	"mo", "th"	["mo", "th"]	15:00	17:00	"properties": {"street_name": "Van Houten","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 15,"end_time": 17,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08855140209198,             40.70709596674675           ],           [             -74.09065425395966,             40.70847856791409           ]         ]       }     }   ] }
Van Houten Av	South	Tu and F	3:00 PM to 5:00 PM	Kennedy Blvd to the dead end	"tu", "fr"	["tu", "fr"]	15:00	17:00	"properties": {"street_name": "Van Houten","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 15,"end_time": 17,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09072130918503,             40.70840943853748           ],           [             -74.09030020236969,             40.70811462127272           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0902116894722,             40.708061757349306           ],           [             -74.08962696790695,             40.70766730982686           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08954918384552,             40.70761241230605           ],           [             -74.08860504627228,             40.70700853659032           ]         ]       }     }   ] }
Van Nostrand Av	South	M and Th	10:00 AM to 12:00 PM	Kennedy Blvd to Garfield Av	"mo", "th"	["mo", "th"]	10:00	12:00	"properties": {"street_name": "Van Nostrand","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09004271030426,             40.703651538425746           ],           [             -74.08867478370667,             40.702742618839316           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08855140209198,             40.70266128314865           ],           [             -74.08690720796585,             40.7015795090178           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08681333065033,             40.7015103724798           ],           [             -74.08431351184845,             40.699887676657305           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08422231674194,             40.69979210311428           ],           [             -74.08283829689026,             40.69819376779665           ]         ]       }     }   ] }
Van Nostrand Av	North	Tu and F	10:00 AM to 12:00 PM	Kennedy Blvd to Garfield Av	"tu", "fr"	["tu", "fr"]	10:00	12:00	"properties": {"street_name": "Van Nostrand","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.08275246620178,             40.698254773665376           ],           [             -74.08412843942642,             40.69984904056067           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0842142701149,             40.69995071445104           ],           [             -74.08850580453873,             40.70275278579367           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0885916352272,             40.702795486984975           ],           [             -74.08996760845184,             40.703712539296106           ]         ]       }     }   ] }
Van Nostrand Av	North	M and Th	3:00 PM to 5:00 PM	West Side Av to Kennedy Blvd	"mo", "th"	["mo", "th"]	15:00	17:00	"properties": {"street_name": "Van Nostrand","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 15,"end_time": 17,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09030556678772,             40.70428797809053           ],           [             -74.09043163061142,             40.70425747792584           ],           [             -74.09337669610977,             40.70621759344743           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09347862005234,             40.70630095807761           ],           [             -74.09631371498108,             40.708214249322           ]         ]       }     }   ] }
Van Nostrand Av	South	Tu and F	3:00 PM to 5:00 PM	West Side Av to Kennedy Blvd	"tu", "fr"	["tu", "fr"]	15:00	17:00	"properties": {"street_name": "Van Nostrand","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 15,"end_time": 17,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09637808799744,             40.70815121934897           ],           [             -74.09354835748672,             40.706221660017185           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.09345179796219,             40.70616066144491           ],           [             -74.09054160118103,             40.70421071097953           ]         ]       }     }   ] }
Van Reipen Av	South	M and Th	3:00 PM to 5:00 PM	Kennedy Blvd to Summit Av	"mo", "th"	["mo", "th"]	15:00	17:00	"properties": {"street_name": "Van Reipen","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 15,"end_time": 17,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.0595030784607,40.73339503189397],[-74.060766398906708,40.733527141335088]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.0608549118042,40.733537303588911],[-74.06283974647522,40.733785262101513]]}}]}
Van Reipen Av	North	Tu and F	3:00 PM to 5:00 PM	Kennedy Blvd to Summit Av	"tu", "fr"	["tu", "fr"]	15:00	17:00	"properties": {"street_name": "Van Reipen","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 15,"end_time": 17,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.059511125087738,40.733480394947442],[-74.060742259025574,40.733606406873825]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.06083345413208,40.733622666459844],[-74.062831699848161,40.733868592213852]]}}]}
Van Reipen Av	North	M and Th	10:00 AM to 12:00 PM	Tonnele Av to the rear of Loews	"mo", "th"	["mo", "th"]	10:00	12:00	"properties": {"street_name": "Van Reipen","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.065524637699127,40.734018992640245],[-74.066337347030625,40.734145003546537]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.066444635391235,40.734159230569368],[-74.067190289497375,40.73424052778423]]}}]}
Van Reipen Av	South	Tu and F	10:00 AM to 12:00 PM	Tonnele Av to the rear of Loews	"tu", "fr"	["tu", "fr"]	10:00	12:00	"properties": {"street_name": "Van Reipen","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.065548777580261,40.733953954659768],[-74.066374897956848,40.734081998123237]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.06645268201828,40.734096225159533],[-74.067179560661316,40.734179554882388]]}}]}
Van Reypen St	West	M and Th	3:00 PM to 5:00 PM	Sip Av to Highland Av	"mo", "th"	["mo", "th"]	15:00	17:00	"properties": {"street_name": "Van Reypen","street_suffix": "St","sign_title": "Street Sweeping","start_time": 15,"end_time": 17,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06616568565369,             40.731035309844046           ],           [             -74.06701058149338,             40.7303584748974           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06709909439087,             40.73029749843802           ],           [             -74.06873792409897,             40.728966165146836           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06879961490631,             40.728909252595706           ],           [             -74.06908124685287,             40.72854338503324           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06918048858643,             40.728500700353266           ],           [             -74.06942188739777,             40.72812670008154           ]         ]       }     }   ] }
Van Reypen St	East	Tu and F	3:00 PM to 5:00 PM	Sip Av to Highland Av	"tu", "fr"	["tu", "fr"]	15:00	17:00	"properties": {"street_name": "Van Reypen","street_suffix": "St","sign_title": "Street Sweeping","start_time": 15,"end_time": 17,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06932264566422,             40.72805352586947           ],           [             -74.06908929347992,             40.7284397221915           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06895518302916,             40.72849256993492           ],           [             -74.06867891550064,             40.7288665681504           ],           [             -74.06814783811569,             40.72929747653173           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06805396080017,             40.72935032359392           ],           [             -74.06712591648102,             40.73014099193654           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06702399253845,             40.73021416385316           ],           [             -74.0663668513298,             40.730752787985715           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06628906726837,             40.730805633892146           ],           [             -74.06606376171112,             40.730996691819094           ]         ]       }     }   ] }
Van Vorst St	East	M and Th	8:00 AM to 10:00 AM	Grand St to York St	"mo", "th"	["mo", "th"]	8:00	10:00	"properties": {"street_name": "Van Vorst","street_suffix": "St","sign_title": "Street Sweeping","start_time": 8,"end_time": 10,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04087781906128,             40.71637511023793           ],           [             -74.04100120067596,             40.715696093196605           ]         ]       }     }   ] }
Van Vorst St	West	Tu and F	8:00 AM to 10:00 AM	Grand St to York St	"tu", "fr"	["tu", "fr"]	8:00	10:00	"properties": {"street_name": "Van Vorst","street_suffix": "St","sign_title": "Street Sweeping","start_time": 8,"end_time": 10,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0409716963768,             40.71638324213658           ],           [             -74.04108434915543,             40.71568592821819           ]         ]       }     }   ] }
Van Vorst St	East	M and Th	1:00 PM to 3:00 PM	Grand St to Essex St	"mo", "th"	["mo", "th"]	13:00	15:00	"properties": {"street_name": "Van Vorst","street_suffix": "St","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0409904718399,             40.71559444334293           ],           [             -74.04111117124557,             40.71501300319713           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04110312461853,             40.714933715511066           ],           [             -74.04126942157745,             40.71424045249037           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04126942157745,             40.71417336213752           ],           [             -74.04139280319214,             40.71356751285919           ]         ]       }     }   ] }
Van Vorst St	West	Tu and F	1:00 PM to 3:00 PM	Grand St to Essex St	"tu", "fr"	["tu", "fr"]	13:00	15:00	"properties": {"street_name": "Van Vorst","street_suffix": "St","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04149740934372,             40.71360817405716           ],           [             -74.04123723506927,             40.71494794664117           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04122114181519,             40.71503943240482           ],           [             -74.04111385345459,             40.71560257533692           ]         ]       }     }   ] }
Van Wagenen Av	West	M and Th	10:00 AM to 12:00 PM	Broadway (dead end) to Stuyvesant Av	"mo", "th"	["mo", "th"]	10:00	12:00	"properties": {"street_name": "Van Wagenen","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0683463215828,             40.735911163553304           ],           [             -74.06870037317276,             40.73531973889911           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06875401735304,             40.73522828100897           ],           [             -74.06947553157806,             40.734029154818955           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06994491815567,             40.73327105202603           ],           [             -74.07071471214294,             40.73206376057821           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0707790851593,             40.73195807072179           ],           [             -74.0718412399292,             40.730279205489296           ]         ]       }     }   ] }
Van Wagenen Av	East	Tu and F	10:00 AM to 12:00 PM	Broadway (dead end) to Stuyvesant Av	"tu", "fr"	["tu", "fr"]	10:00	12:00	"properties": {"street_name": "Van Wagenen","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.07172054052353,             40.730224326613026           ],           [             -74.0706530213356,             40.73194994072587           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.07059133052826,             40.73202920814361           ],           [             -74.06984031200409,             40.73323243529867           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0693548321724,             40.73398647365794           ],           [             -74.06865209341049,             40.73520592461669           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06858772039413,             40.735305512124434           ],           [             -74.0682765841484,             40.73586848359966           ]         ]       }     }   ] }
Van Wagenen Av	East	M and Th	1:00 PM to 3:00 PM	Saint Paul's Av to the north terminus	"mo", "th"	["mo", "th"]	13:00	15:00	"properties": {"street_name": "Van Wagenen","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	Does not exist
Van Wagenen Av	West	Tu and F	1:00 PM to 3:00 PM	Saint Paul's Av to the north terminus	"tu", "fr"	["tu", "fr"]	13:00	15:00	"properties": {"street_name": "Van Wagenen","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	Does not exist
Van Winkle Av	North	M and Th	1:00 PM to 3:00 PM	Huron Av to Kennedy Blvd	"mo", "th"	["mo", "th"]	13:00	15:00	"properties": {"street_name": "Brooks","street_suffix": "Pl","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.062914848327637,40.736171307440749],[-74.062305986881256,40.736150983736174]]}}]}
Van Winkle Av	South	Tu and F	1:00 PM to 3:00 PM	Huron Av to Kennedy Blvd	"tu", "fr"	["tu", "fr"]	13:00	15:00	"properties": {"street_name": "Brooks","street_suffix": "Pl","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.062957763671875,40.736112368680359],[-74.062252342700958,40.736083915467013]]}}]}
Van Winkle Av	North	M and Th	1:00 PM to 3:00 PM	Senate Pl to Kennedy Blvd	"mo", "th"	["mo", "th"]	13:00	15:00	"properties": {"street_name": "Van Winkle","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06778573989868,             40.736801339202984           ],           [             -74.06650096178055,             40.73639893250778           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06628906726837,             40.73649648586952           ],           [             -74.06492650508879,             40.73634202631405           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06482189893723,             40.736327799757994           ],           [             -74.06399041414261,             40.736236343253665           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.06388312578201,             40.736213987200124           ],           [             -74.0630730986595,             40.73618756639992           ]         ]       }     }   ] }
Van Winkle Av	South	Tu and F	1:00 PM to 3:00 PM	Senate Pl to Kennedy Blvd	"tu", "fr"	["tu", "fr"]	13:00	15:00	"properties": {"street_name": "Van Winkle","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.067804515361786,40.7367484980586],[-74.066525101661682,40.736344058678952]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.066358804702759,40.73642738558641],[-74.064934551715851,40.736276990604438]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.064808487892151,40.736256666932157],[-74.064017236232758,40.736159113218754]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.063931405544281,40.736146918994493],[-74.063759744167314,40.736128627653962]]}}]}
Varick St	West	M and Th	10:00 AM to 12:00 PM	Columbus Dr to Bright St	"mo", "th"	["mo", "th"]	10:00	12:00	"properties": {"street_name": "Varick","street_suffix": "St","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04827803373337,             40.721115838632414           ],           [             -74.04857575893402,             40.72049175689336           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0486428141594,             40.72042060713788           ],           [             -74.04894322156906,             40.71983514340507           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04899954795837,             40.71975992720502           ],           [             -74.04936969280243,             40.719152095875266           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04943138360977,             40.71906874733378           ],           [             -74.04966205358505,             40.71851986408829           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0497237443924,             40.71844667931363           ],           [             -74.05002951622009,             40.71784086892257           ]         ]       }     }   ] }
Varick St	East	Tu and F	10:00 AM to 12:00 PM	Columbus Dr to Bright St	"tu", "fr"	["tu", "fr"]	10:00	12:00	"properties": {"street_name": "Varick","street_suffix": "St","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04992491006851,             40.71779207858406           ],           [             -74.0496164560318,             40.718399922332125           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04956012964249,             40.718483271711015           ],           [             -74.04932141304016,             40.719036221045386           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.0492731332779,             40.71912363540941           ],           [             -74.04889225959776,             40.71974772997537           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04884397983551,             40.7197985517508           ],           [             -74.04853284358978,             40.720381982953036           ]         ]       }     },     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04846042394638,             40.72046939554982           ],           [             -74.04816806316374,             40.72108737900618           ]         ]       }     }   ] }
Vine St	North	M and Th	8:00 AM to 10:00 AM	Chestnut Av to dead end	"mo", "th"	["mo", "th"]	8:00	10:00	"properties": {"street_name": "Vine","street_suffix": "St","sign_title": "Street Sweeping","start_time": 8,"end_time": 10,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.05893713235855,             40.72849663514422           ],           [             -74.05849725008011,             40.7281551566978           ]         ]       }     }   ] }
